client_timestamp,ask,bid,last,volume,vwap_today,num_trades_today,low_today,high_today
1642225507181,42971.7,42971.6,42971.7,226.88056593,43008.17594,3970,42746.8,43178.9
1642226406839,43034.8,43034.7,43034.8,237.98768361,43009.24435,4136,42746.8,43178.9
1642227306599,42941.1,42941,42941.1,240.17334931,43009.11421,4236,42746.8,43178.9
1642228206800,43029.8,43029.7,43029.8,241.86215505,43009.04131,4342,42746.8,43178.9
1642229107456,43012.7,43008.5,43010.4,243.89688449,43008.74258,4471,42746.8,43178.9
1642230006984,43116.3,43116.2,43116.3,245.65226931,43009.29716,4566,42746.8,43178.9
1642230907006,43020,43019.9,43020.1,252.60648392,43010.24175,4702,42746.8,43178.9
1642231806983,43000.3,43000.2,43000.3,253.2744024,43010.29692,4815,42746.8,43178.9
1642232707116,43024.1,43024,43024,254.44968723,43010.33054,4904,42746.8,43178.9
1642233607249,43106,43102.3,43102.6,255.68198042,43010.44879,5020,42746.8,43178.9
1642234507282,43106.4,43106,43106.8,260.63643499,43012.1273,5140,42746.8,43178.9
1642235407528,43048.9,43048.8,43048.8,261.31723384,43012.27942,5232,42746.8,43178.9
1642236307194,43058.7,43058.6,43058.7,262.08877487,43012.41919,5302,42746.8,43178.9
1642237207120,43000.1,43000,43005.1,263.57781125,43012.62056,5401,42746.8,43178.9
1642238107183,43030.1,43030,43030,273.29980769,43012.23366,5533,42746.8,43178.9
1642239007444,42950.1,42950,42950.1,275.75090087,43012.14197,5656,42746.8,43178.9
1642239907467,42917.3,42917.2,42917.3,280.10199894,43010.74986,5773,42746.8,43178.9
1642240806850,43078.6,43078.5,43078.6,317.84642052,43001.26508,5955,42746.8,43178.9
1642241706752,43235.3,43232.8,43238.6,343.94287138,43011.50702,6178,42746.8,43238.6
1642242606881,43250.9,43250.8,43250.9,347.2275153,43013.67425,6290,42746.8,43301.4
1642243507274,43129.5,43129.4,43129.5,354.24242615,43016.33829,6388,42746.8,43301.4
1642244407318,43122.1,43121.9,43124.4,355.20950194,43016.72344,6478,42746.8,43301.4
1642245307176,43094.5,43094.4,43094.5,355.85207197,43016.83086,6565,42746.8,43301.4
1642246207260,43082.5,43082.4,43082.5,358.71221534,43017.39326,6657,42746.8,43301.4
1642247107499,43050.1,43050,43050.1,362.19944333,43017.759,6731,42746.8,43301.4
1642248007522,43022,43021.9,43022,364.3350522,43017.98029,6824,42746.8,43301.4
1642248906667,43012.1,43012,43012.1,372.00647166,43017.30368,6950,42746.8,43301.4
1642249806705,42955.7,42955.6,42955.7,374.17105107,43017.18933,7057,42746.8,43301.4
1642250706536,42725.5,42724.6,42725.6,399.59736902,43002.27096,7434,42668.1,43301.4
1642251606532,42721.3,42721.2,42712.6,420.74794084,42984.73529,7797,42600,43301.4
1642252506871,42802.7,42799.6,42815.5,427.71064466,42980.70963,7992,42600,43301.4
1642253406977,42894.7,42892.3,42888,432.10691183,42979.04515,8126,42600,43301.4
1642254307008,42944.6,42944.5,42944.5,435.54798019,42978.53068,8261,42600,43301.4
1642255206868,42932.5,42932.4,42932.5,441.4168687,42977.86118,8416,42600,43301.4
1642256107070,42907.9,42907.8,42907.9,444.64415134,42977.48844,8566,42600,43301.4
1642257007606,42964.9,42964.8,42964.9,449.81803677,42976.3454,8738,42600,43301.4
1642257910349,43221.6,43221.5,43221.6,504.07366664,42989.67369,9135,42600,43301.4
1642258807548,43227.9,43227.8,43219.3,513.27856077,42993.51663,9467,42600,43313.3
1642259707018,43216.2,43216.1,43216.2,522.22381215,42996.81409,9669,42600,43313.3
1642260609381,43195,43194.9,43195,549.78337789,43004.07773,9872,42600,43313.3
1642261507234,43314.2,43314.1,43314.2,557.33873046,43007.68572,10056,42600,43359.2
1642262407212,43424.6,43424.5,43424.6,571.12338591,43016.55563,10330,42600,43424.6
1642263307480,43371.6,43371.5,43371.6,612.3180058,43038.31353,10578,42600,43432.3
1642264206882,43310.3,43310.2,43304.1,619.02411705,43041.39053,10760,42600,43432.3
1642265106609,43321.1,43321,43321.1,623.15551266,43043.36787,10893,42600,43432.3
1642266006758,43362,43361.9,43362,627.77300508,43045.54345,11057,42600,43432.3
1642266906851,43330.3,43330.2,43330.2,651.43415565,43055.60087,11268,42600,43432.3
1642267806636,43420,43419.9,43420,656.68908188,43058.24584,11484,42600,43455.9
1642268706483,43461.1,43461,43461.1,661.05439005,43060.60004,11652,42600,43462.1
1642269607689,43398.6,43398.5,43398.5,724.74046044,43096.96698,12078,42600,43565.3
1642270506473,43292.9,43292.8,43292.9,764.26856201,43106.70496,12337,42600,43565.3
1642271407446,43300.7,43300.6,43300.7,769.05115125,43108.00249,12509,42600,43565.3
1642272306484,43380.8,43380.7,43388.6,771.53614662,43108.74574,12656,42600,43565.3
1642274106781,43415.1,43415,43415,776.41330331,43110.42439,12967,42600,43565.3
1642275007083,43416.3,43415.8,43414.6,779.92797131,43111.78156,13140,42600,43565.3
1642275907144,43480,43479.9,43480,782.82041041,43113.0411,13323,42600,43565.3
1642276807149,43540,43539.9,43539.9,793.71521348,43118.20639,13536,42600,43565.3
1642277707254,43697.9,43697.8,43698.3,831.70393056,43142.34448,14039,42600,43776
1642278607528,43743.3,43743.2,43753.2,842.96189976,43149.8384,14252,42600,43791.6
1642279506806,43620.8,43620.7,43620.8,849.7906123,43153.82144,14448,42600,43791.6
1642280406900,43515.3,43515.2,43515.3,856.19971605,43157.05321,14641,42600,43791.6
1642281307011,43468.5,43468.4,43468.5,859.92051319,43158.47373,14846,42600,43791.6
1642282207124,43387.9,43387.8,43387.9,871.56142083,43161.52335,15102,42600,43791.6
1642283107198,43263.9,43258.9,43270.6,888.35347798,43164.60685,15574,42600,43791.6
1642284007328,43350.5,43350.4,43350.5,902.94667665,43166.67023,15816,42600,43791.6
1642284907376,43399.7,43399.6,43399.2,920.18370475,43169.31735,16049,42600,43791.6
1642285807286,43183.5,43183.4,43183.5,925.90541503,43170.02622,16251,42600,43791.6
1642286707192,43218.1,43216.8,43218.1,928.50788203,43170.11127,16359,42600,43791.6
1642287607113,43263.6,43263.5,43263.5,934.60971609,43170.58696,16489,42600,43791.6
1642288507048,43350,43349.9,43349.9,952.60286641,43173.51218,16689,42600,43791.6
1642289406924,43266.7,43266.6,43266.7,954.1299813,43173.75991,16797,42600,43791.6
1642290307042,43147.1,43147,43147.1,971.84785849,43173.36061,17027,42600,43791.6
1642291206934,43106.2,43106.1,43106.2,0.00649406,43106.40013,4,43106.1,43111.5
1642292107150,43019.9,43019.8,43019.9,15.1168958,43067.22323,368,43018.9,43118.1
1642293007127,43095.3,43095.2,43095.2,24.39573828,43075.44143,524,43018.9,43118.1
1642293906898,43038.1,43038,43038.1,25.67352588,43076.69541,662,43018.9,43126.8
1642294806708,43097.3,43095.9,43095.2,27.63959047,43076.16741,798,43018.9,43126.8
1642295706542,43046.7,43046.6,43055.1,33.10684753,43081.65312,938,43018.9,43163.9
1642296606412,43081.2,43081.1,43081.2,40.67276381,43076.21021,1074,43017.1,43163.9
1642297507238,43089.7,43089.6,43089.7,49.51146984,43077.42503,1184,43017.1,43163.9
1642298407217,43047.5,43047.4,43047.5,70.21866197,43076.7737,1343,43017.1,43163.9
1642299307185,43050.6,43050.5,43050.6,71.38090323,43076.29209,1442,43017.1,43163.9
1642300207183,43050.7,43050.6,43050.6,73.06531077,43076.35288,1561,43017.1,43163.9
1642301107023,43010.6,43010.5,43010.5,74.83631707,43076.13371,1664,43003.9,43163.9
1642302006691,42939.1,42939,42939.1,92.86793462,43054.63299,1890,42901,43163.9
1642302906657,42944.9,42944.8,42944.8,106.93672509,43038.03641,2031,42901,43163.9
1642303806537,43007,43006.9,43006.9,107.25467311,43037.88402,2103,42901,43163.9
1642304706348,43021.9,43021.8,43021.8,108.92411275,43037.12868,2178,42901,43163.9
1642305607208,43028.2,43028.1,43028.2,111.85911556,43036.72882,2291,42901,43163.9
1642306506818,43064.3,43064.2,43064.3,175.55964507,43019.32042,2499,42901,43163.9
1642307406334,43009.3,43009.2,43009.2,227.24650693,43035.17916,2656,42901,43163.9
1642308307390,43057.6,43057.5,43057.6,228.24782399,43035.20925,2718,42901,43163.9
1642309207313,43070,43069.9,43070,253.01563228,43036.62244,2856,42901,43163.9
1642310107386,43117.9,43117.8,43117.9,256.71477376,43037.5143,2941,42901,43163.9
1642311007219,43116,43115.9,43115.9,260.23433942,43038.69256,3039,42901,43163.9
1642347908659,43245.5,43244.9,43244.9,688.80594774,43069.72789,9157,42614.9,43434.4
1642348807027,43250.3,43250.2,43247.1,712.0058681,43076.52652,9403,42614.9,43434.4
1642349706975,43290.6,43290.5,43290.6,716.60681728,43077.78738,9546,42614.9,43434.4
1642350606887,43431.5,43431.4,43425.3,728.99780331,43083.09806,9749,42614.9,43463.8
1642351506936,43388.9,43388.8,43388.9,771.38423062,43098.8357,9961,42614.9,43463.8
1642352407234,43415,43414.9,43415,780.72087923,43102.56105,10107,42614.9,43463.8
1642353307713,43350.8,43350.7,43350.8,784.18912192,43103.89417,10271,42614.9,43463.8
1642354207154,43315.2,43315.1,43315.1,786.64807173,43104.59568,10395,42614.9,43463.8
1642355107317,43218.3,43218.2,43218.3,788.15470619,43104.94352,10518,42614.9,43463.8
1642356007287,43104.7,43104.6,43120.6,829.87851194,43105.50072,10831,42614.9,43463.8
1642356907175,43108.6,43108.5,43108.6,899.76351884,43109.8485,11090,42614.9,43463.8
1642357806986,43072.5,43072.4,43072.3,900.67137154,43109.8442,11198,42614.9,43463.8
1642358706807,43052.4,43052.3,43052.4,910.8038418,43109.21637,11401,42614.9,43463.8
1642359607154,43088.3,43088.2,43088.4,917.41776671,43109.14621,11538,42614.9,43463.8
1642360506901,42930.8,42930.7,42930.8,930.54394364,43107.54333,11742,42614.9,43463.8
1642361406623,42943.2,42943.1,42943.2,949.05414393,43104.60367,11965,42614.9,43463.8
1642362307555,42905.9,42905.8,42905.9,951.37210951,43104.19367,12133,42614.9,43463.8
1642363206614,42845.4,42845.3,42845.4,972.62620752,43099.50097,12390,42614.9,43463.8
1642364106822,43000,42999.9,43000,1059.3985354,43074.93279,13038,42614.9,43463.8
1642365006571,43030.7,43030.6,43030.7,1062.24173018,43074.75809,13200,42614.9,43463.8
1642365906473,43098.2,43098.1,43089.8,1065.27301239,43074.58994,13309,42614.9,43463.8
1642366806555,43058.7,43057.2,43056.3,1070.13130718,43074.67166,13497,42614.9,43463.8
1642367706464,42977.6,42977.5,42977.6,1118.24535791,43074.9117,13653,42614.9,43463.8
1642368606503,42985.8,42985.7,42985.8,1119.55858727,43074.80355,13756,42614.9,43463.8
1642369506321,42970.9,42970.8,42970.8,1123.27176221,43074.44198,13853,42614.9,43463.8
1642370407233,42986.2,42986.1,42986.1,1126.176689,43074.23481,13987,42614.9,43463.8
1642371307360,43215.6,43215.5,43212,1130.90603583,43074.44141,14187,42614.9,43463.8
1642372207398,43208.5,43208.4,43208.5,1145.51759691,43076.15204,14337,42614.9,43463.8
1642373107507,43208.6,43208.5,43208.5,1147.63969645,43076.42247,14430,42614.9,43463.8
1642374007389,43225,43224.9,43225,1150.52030471,43076.73103,14580,42614.9,43463.8
1642374907387,43254.4,43254.3,43254.4,1155.13614448,43077.2983,14709,42614.9,43463.8
1642375807280,43220.2,43220.1,43220.2,1157.24670675,43077.54597,14803,42614.9,43463.8
1642376707048,43146.1,43146,43148.1,1160.06205144,43077.85433,14911,42614.9,43463.8
1642377607312,43114.5,43114.4,43114.5,0.00013916,43114.5,1,43114.5,43114.5
1642378507301,43145,43144.9,43144.9,5.52040842,43159.18836,217,43091.4,43200.6
1642379407415,43009.5,43009.4,43009.5,31.06693394,43051.66834,460,42959.1,43200.6
1642380307515,43043.6,43043.5,43043.6,35.07264873,43049.26768,545,42959.1,43200.6
1642381207357,42921.3,42921.2,42921.3,38.15407215,43044.59194,694,42914.6,43200.6
1642382107431,42885.4,42885.3,42885.3,43.95460675,43026.97142,834,42885.3,43200.6
1642383007331,42932.7,42931.2,42930.1,49.413031,43013.87597,963,42850.1,43200.6
1642383907266,42860.3,42860.2,42859.1,60.19371874,42987.44159,1085,42850.1,43200.6
1642384807447,42907.9,42907.8,42907.2,62.63468387,42982.9037,1185,42850,43200.6
1642385707323,42842.8,42842.7,42842.8,67.51819137,42976.44993,1345,42818,43200.6
1642386607434,42926.8,42926.7,42926.5,79.43032313,42960.3948,1473,42818,43200.6
1642387507226,42897.5,42897.4,42897.5,92.14171527,42948.00544,1649,42818,43200.6
1642388406822,42951.2,42951.1,42951.2,97.19079433,42947.05722,1778,42818,43200.6
1642389306670,42936.7,42936.6,42939.1,107.05314397,42950.25061,1938,42818,43200.6
1642390206789,42790.8,42790.7,42790.7,210.52637213,42925.95075,2252,42787.1,43200.6
1642391106307,42736.6,42736.5,42736.6,229.2417644,42909.45737,2481,42693.2,43200.6
1642392006991,42659.1,42659,42659,247.40197775,42895.24149,2709,42659,43200.6
1642392906943,42743.6,42743.5,42739.1,257.25558081,42887.61331,2878,42659,43200.6
1642393806925,42786.9,42786.5,42790,263.98368888,42885.09081,2979,42659,43200.6
1642394706889,42691.3,42691.2,42681.4,269.95788393,42880.78569,3110,42659,43200.6
1642395606700,42622.2,42621.7,42621.8,287.66241438,42866.75546,3241,42621.8,43200.6
1642396506661,42412.2,42412.1,42412.1,334.58441581,42810.8667,3734,42350,43200.6
1642397406614,42577.9,42577.8,42577.8,355.33885397,42793.24988,3892,42350,43200.6
1642398307550,42611.8,42611.7,42611.7,355.93254575,42792.92751,3957,42350,43200.6
1642399206624,42686.8,42686.7,42686.7,366.90645219,42787.7639,4099,42350,43200.6
1642400106854,42706.1,42706,42704.2,377.52560443,42785.87242,4239,42350,43200.6
1642401007465,42854.3,42854.2,42854.3,386.32551478,42786.34973,4618,42350,43200.6
1642401907577,42826.8,42826.7,42826.8,393.09435155,42787.25021,4704,42350,43200.6
1642402807166,42777.1,42777,42777.1,393.38577031,42787.27522,4773,42350,43200.6
1642403707859,42892.3,42892.2,42892.2,396.36719373,42787.47919,4918,42350,43200.6
1642404607481,42887.2,42887.1,42887.2,412.26495936,42791.04662,5012,42350,43200.6
1642405508500,42788.5,42788.4,42788.4,419.6523569,42792.02732,5111,42350,43200.6
1642406407470,42689.2,42689.1,42689.2,422.2018449,42791.90991,5203,42350,43200.6
1642407307740,42771.9,42771.8,42771.9,424.64773279,42791.23219,5343,42350,43200.6
1642408207453,42688.3,42688.2,42688.6,428.45529535,42790.51037,5460,42350,43200.6
1642409106835,42851.9,42851.8,42851.9,431.90636927,42790.48569,5555,42350,43200.6
1642410007490,42827.4,42823.3,42834.8,436.12067218,42791.16066,5664,42350,43200.6
1642410907102,42870.1,42870,42885.5,436.95557116,42791.27013,5750,42350,43200.6
1642411807943,42775.9,42775.8,42773.3,439.68846376,42791.4637,5850,42350,43200.6
1642412707292,42853.4,42853.3,42844.6,442.2712431,42791.77465,5933,42350,43200.6
1642413607696,42892.1,42892,42892.1,444.60125481,42792.15395,6014,42350,43200.6
1642414507100,42899.7,42899.6,42899.6,451.08777726,42793.11848,6127,42350,43200.6
1642415491698,42794.1,42794,42794,457.76815303,42793.84201,6276,42350,43200.6
1642416307401,42741.7,42741.6,42741.6,461.90856562,42793.63754,6369,42350,43200.6
1642417208190,42810.1,42810,42810.1,466.34506989,42793.29461,6505,42350,43200.6
1642418107968,42808.2,42808.1,42808.1,467.81935148,42793.37518,6570,42350,43200.6
1642419008010,42755.2,42755.1,42755.1,475.29277437,42793.38964,6671,42350,43200.6
1642419907762,42704,42703.9,42704,483.17958862,42792.25888,6792,42350,43200.6
1642420807106,42689.6,42689.5,42692.1,487.56415735,42791.75244,6921,42350,43200.6
1642421707163,42579.4,42579.3,42579.3,495.85932202,42788.71622,7119,42350,43200.6
1642422607255,42737.1,42737,42737.1,507.91213884,42783.47742,7377,42350,43200.6
1642423507932,42650.7,42650.6,42650.7,515.16022382,42782.91874,7505,42350,43200.6
1642424407274,42566.1,42566,42569.8,582.23000668,42761.47864,7735,42350,43200.6
1642425307337,42624,42623.9,42624,591.25876127,42758.80783,7859,42350,43200.6
1642426207481,42600.1,42600,42600.1,595.14494922,42758.13525,7973,42350,43200.6
1642427107262,42606.9,42606.8,42606.8,601.66689801,42756.8154,8096,42350,43200.6
1642428007077,42668.8,42668.7,42668.7,609.19255022,42755.01191,8238,42350,43200.6
1642428907387,42622.1,42622,42622.1,611.2955514,42754.71385,8331,42350,43200.6
1642429807557,42732.3,42730.8,42733.3,617.47479687,42754.17842,8439,42350,43200.6
1642430706577,42720,42719.9,42712.8,619.4841101,42753.99599,8531,42350,43200.6
1642431606916,42689.2,42686.5,42684.3,626.6898778,42752.66525,8719,42350,43200.6
1642432506736,42554.7,42554.6,42552.5,639.07392366,42748.44783,8961,42350,43200.6
1642433406894,42637.2,42637.1,42637.2,643.581723,42747.45121,9107,42350,43200.6
1642434306867,42640.7,42640.6,42640.7,650.03009589,42745.80702,9241,42350,43200.6
1642435206729,42491,42490.9,42491,653.93201021,42744.58803,9385,42350,43200.6
1642436106769,42234.6,42233,42233,704.47808042,42714.50099,9788,42233,43200.6
1642437007069,42366.2,42360.4,42360.4,723.71290344,42704.50261,10084,42193.1,43200.6
1642437907446,42323.7,42321.8,42331.3,737.027349,42696.98909,10291,42193.1,43200.6
1642438807408,42242.8,42242.7,42242.8,753.58773233,42686.78665,10507,42193.1,43200.6
1642439707611,42090.4,42086.3,42091.1,814.03269918,42648.20724,10853,42083.1,43200.6
1642440606807,42056.2,42056.1,42064.8,855.18413234,42623.05837,11100,42056.2,43200.6
1642441506665,42216.9,42216.8,42216.8,904.46479462,42595.47775,11464,42000,43200.6
1642442406741,42125.5,42125.4,42121.7,920.30423116,42587.86369,11647,42000,43200.6
1642443306886,42000,41999.9,42000,997.47860776,42542.87774,12064,41991,43200.6
1642444206668,42000,41999.9,42000,1029.10384539,42524.51951,12500,41845.5,43200.6
1642445106736,42091.9,42091.8,42091.9,1062.06367431,42509.67173,12801,41845.5,43200.6
1642446006799,42202.7,42202.6,42202.7,1082.72348548,42501.91841,13093,41845.5,43200.6
1642446906742,42270.1,42270,42270.1,1099.83851746,42497.35305,13323,41845.5,43200.6
1642447806775,42216.4,42216.3,42216.4,1140.08595765,42487.1943,13590,41845.5,43200.6
1642448706479,42283.2,42283.1,42283.2,1176.27479582,42480.30409,13815,41845.5,43200.6
1642449607388,42279.3,42279.2,42279.3,1248.73543208,42468.82747,14139,41845.5,43200.6
1642450507215,42224,42223.9,42224,1267.00271187,42465.94582,14353,41845.5,43200.6
1642451407140,42209.7,42209.6,42209.7,1291.40018409,42461.76221,14536,41845.5,43200.6
1642452307286,42132.9,42132.8,42132.7,1297.23703596,42460.3031,14715,41845.5,43200.6
1642453207401,42118.8,42118.7,42118.8,1304.42110619,42458.51334,14889,41845.5,43200.6
1642454107384,42062.6,42060.2,42058.5,1317.26240564,42455.01591,15142,41845.5,43200.6
1642455007424,41814,41810,41810,1353.15387634,42442.65153,15560,41810,43200.6
1642455906361,41668,41665.5,41665.4,1506.22459539,42371.3934,16290,41639.2,43200.6
1642456807296,41752.3,41752.2,41752.3,1542.08551862,42355.25343,16563,41636.4,43200.6
1642457707415,41674.6,41674.5,41680.9,1553.92023324,42350.27944,16849,41636.4,43200.6
1642458607373,41800,41799.9,41800,1606.32616498,42328.25524,17278,41579.2,43200.6
1642459507200,42265.5,42265.4,42272,1643.21814493,42322.87375,17894,41579.2,43200.6
